Kind,function_name,lineno,degree,neighbors_count,in_degree,out_degree,self_loops,max_call_circles,MLOC,PAR,DOC,smell
Function,tornado.autoreload.main,259,3,2,1,2,0,0,39.0,1.0,0.0,no
Function,tornado.httputil._parse_header,849,4,3,1,3,0,0,14.0,1.0,0.0,no
Function,tornado.netutil.ssl_options_to_context,459,3,1,2,1,0,0,18.0,1.0,0.0,no
Function,tornado.web.RequestHandler.write,673,48,2,46,2,0,0,12.0,2.0,0.0,no
Function,tornado.websocket.WebSocketProtocol13.write_message,677,2,2,0,2,0,0,11.0,2.0,0.0,no
Function,tornado.test.gen_test.GenCoroutineSequenceHandler.get,940,2,2,0,2,0,0,11.0,1.0,0.0,no
Function,tornado.test.iostream_test.TestIOStreamMixin.test_read_callback_error,256,3,3,0,3,0,0,11.0,1.0,0.0,no
Function,tornado.test.process_test.SubprocessTest.test_subprocess,139,5,5,0,5,0,0,19.0,1.0,0.0,no
Function,tornado.test.web_test.CookieTest.get_handlers,181,1,1,0,1,0,0,16.0,1.0,0.0,no
Function,benchmarks.optimize._BenchOptimizers.bench_run,97,9,1,8,1,0,0,35.0,3.0,0.0,no
Function,test_pseudo_diffs.TestDiff.test_zero_nyquist,184,1,1,0,1,0,0,9.0,1.0,0.0,no
Function,scipy.interpolate.interpolate.PPoly.roots,909,7,2,5,2,0,0,14.0,1.0,0.0,no
Function,scipy.io.netcdf.netcdf_file.close,265,7,2,5,2,1,1,14.0,1.0,0.0,no
Function,scipy.io.matlab.mio.mat_reader_factory,41,7,4,3,4,0,0,10.0,2.0,0.0,no
Function,scipy.linalg.special_matrices.invpascal,854,4,3,1,3,0,0,24.0,1.0,0.0,no
Function,test_decomp_update.BaseQRdelete.base_non_simple_strides,357,18,2,16,2,0,0,42.0,6.0,0.0,no
Function,scipy.ndimage.fourier._get_output_fourier_complex,62,1,0,1,0,0,0,14.0,2.0,0.0,no
Function,scipy.optimize.linesearch._quadmin,453,1,0,1,0,0,0,12.0,5.0,0.0,no
Function,scipy.optimize._differentialevolution.DifferentialEvolutionSolver.init_population_lhs,387,1,0,1,0,0,0,11.0,1.0,0.0,no
Function,scipy.signal.filter_design._zpklp2bs,1749,3,2,1,2,0,0,17.0,3.0,0.0,no
Function,scipy.signal.signaltools.decimate,2560,3,3,0,3,0,0,14.0,2.0,0.0,no
Function,scipy.sparse.compressed._cs_matrix._set_many,697,5,4,1,4,0,0,29.0,4.0,2.0,no
Function,scipy.sparse.lil.lil_matrix.set_shape,129,1,1,0,1,0,0,16.0,2.0,0.0,no
Function,test_arpack.test_real_nonsymmetric_modes,436,1,1,0,1,0,0,11.0,1.0,0.0,no
Function,test_base._TestCommon.test_elementwise_multiply_broadcast,1096,1,1,0,1,0,0,41.0,1.0,0.0,no
Function,test_base._TestMinMax.test_minmax_axis,2869,1,1,0,1,0,0,43.0,1.0,0.0,no
Function,test_kdtree.test_small.setUp,103,3,0,3,0,0,0,15.0,1.0,0.0,no
Function,convert.parse_ipp_file,138,2,1,1,1,0,0,29.0,1.0,0.0,no
Function,scipy.stats.mstats_basic.mannwhitneyu,772,3,3,0,3,0,0,20.0,2.0,0.0,no
Function,scipy.stats.stats.trimboth,2274,3,0,3,0,0,0,12.0,2.0,0.0,no
Function,scipy.stats._distn_infrastructure.rv_generic._construct_argparser,658,3,1,2,1,0,0,40.0,4.0,0.0,no
Function,scipy.weave.ast_tools.match,163,17,1,16,1,1,1,14.0,2.0,0.0,no
Function,scipy.weave.c_spec.common_base_converter.init_info,80,7,0,7,0,0,0,17.0,1.0,0.0,no
Function,fibonacci.recurse_compare,105,2,1,1,1,0,0,13.0,1.0,0.0,no
Function,test_c_spec.DictConverter.test_var_in,593,1,1,0,1,0,0,22.0,1.0,0.0,no
Function,ansible.callbacks.get_cowsay_info,53,1,0,1,0,0,0,19.0,1.0,0.0,no
Function,ansible.module_utils.basic.get_distribution,180,3,0,3,0,0,0,12.0,1.0,0.0,no
Function,ansible.module_utils.facts.FreeBSDHardware.get_cpu_facts,1141,3,2,1,2,0,0,12.0,1.0,0.0,no
Function,ansible.playbook.play.Play._load_role_defaults,400,1,0,1,0,0,0,9.0,2.0,0.0,no
Function,ansible.runner.connection_plugins.winrm.Connection.put_file,167,3,3,0,3,0,0,24.0,3.0,0.0,no
Function,ansible.utils.template.template,109,14,2,12,2,1,1,29.0,3.0,0.0,no
Function,openshift.get_from_rhc_config,45,1,0,1,0,0,0,11.0,1.0,0.0,no
Function,TestPlayVarsFiles.TestMe.test_multiple_vars_files,115,1,1,0,1,0,0,19.0,1.0,0.0,no
Function,ansible.executor.module_common._find_snippet_imports,58,3,2,1,2,0,0,40.0,3.0,0.0,no
Function,ansible.module_utils.basic.load_platform_subclass,212,2,2,0,2,0,0,14.0,3.0,0.0,no
Function,ansible.module_utils.facts.FreeBSDHardware.get_dmi_facts,1207,3,2,1,2,0,0,21.0,1.0,0.0,no
Function,ansible.parsing.mod_args.ModuleArgsParser._normalize_old_style_args,148,2,1,1,1,0,0,9.0,3.0,0.0,no
Function,ansible.plugins.connections.local.Connection.exec_command,42,3,3,0,3,0,0,24.0,3.0,0.0,no
Function,boto.regioninfo.get_regions,101,48,3,45,3,0,0,14.0,1.0,0.0,no
Function,boto.beanstalk.layer1.Layer1.swap_environment_cnames,874,1,1,0,1,0,0,10.0,1.0,0.0,no
Function,boto.cloudfront.invalidation.InvalidationBatch.endElement,92,1,1,0,1,0,0,11.0,4.0,0.0,no
Function,boto.cloudsearch2.search.SearchConnection.get_all_hits,418,1,1,0,1,0,0,9.0,2.0,0.0,no
Function,boto.dynamodb.types.dynamize_value,137,6,3,3,3,0,0,16.0,1.0,0.0,no
Function,boto.ec2.connection.EC2Connection.build_filter_params,124,34,0,34,0,0,0,16.0,3.0,0.0,no
Function,boto.ec2.connection.EC2Connection.modify_vpc_attribute,4444,1,1,0,1,0,0,11.0,2.0,0.0,no
Function,boto.ec2.elb.loadbalancer.LoadBalancer.__init__,77,1,1,0,1,0,0,18.0,1.0,0.0,no
Function,boto.file.key.Key.__init__,37,3,0,3,0,0,0,15.0,3.0,0.0,no
Function,boto.gs.bucket.Bucket.get_lifecycle_config,951,2,2,0,2,0,0,11.0,1.0,0.0,no
Function,boto.manage.cmdshell.SSHClient.__init__,51,5,1,4,1,0,0,11.0,2.0,0.0,no
Function,boto.mturk.connection.MTurkConnection.get_reviewable_hits,281,1,1,0,1,0,0,9.0,1.0,0.0,no
Function,boto.rds2.layer1.RDSConnection.describe_db_engine_versions,1384,1,1,0,1,0,0,21.0,1.0,0.0,no
Function,boto.route53.connection.Route53Connection.delete_hosted_zone,250,3,2,1,2,0,0,12.0,2.0,0.0,no
Function,boto.s3.bucketlistresultset.bucket_lister,24,1,0,1,0,0,0,15.0,1.0,0.0,no
Function,boto.sdb.connection.SDBConnection.get_attributes,457,4,4,0,4,0,0,18.0,3.0,0.0,no
Function,boto.sdb.db.manager.sdbmanager.SDBManager._build_filter,544,1,0,1,0,0,0,18.0,5.0,0.0,no
Function,boto.sqs.bigmessage.BigMessage.encode,78,1,1,0,1,0,0,10.0,2.0,0.0,no
Function,tests.integration.dynamodb.test_layer1.DynamoDBLayer1Test.test_binary_attributes,234,2,2,0,2,0,0,26.0,1.0,0.0,no
Function,tests.integration.gs.test_basic.GSBasicTest.test_cors_xml_storage_uri,386,2,2,0,2,0,0,11.0,1.0,0.0,no
Function,tests.integration.gs.test_versioning.GSVersioningTest.testCopyVersionedKey,235,2,2,0,2,0,0,13.0,1.0,0.0,no
Function,tests.unit.ec2.test_instance.TestDescribeInstances.test_multiple_private_ip_addresses,250,1,1,0,1,0,0,15.0,1.0,0.0,no
Function,tests.unit.glacier.test_utils.TestTreeHash.test_tree_hash_calculations,97,1,1,0,1,0,0,16.0,1.0,0.0,no
Function,tests.unit.utils.test_utils.TestLazyLoadMetadata.test_meta_data_with_invalid_json_format_happened_twice,254,1,1,0,1,0,0,9.0,1.0,0.0,no
Function,IPython.core.display.set_matplotlib_formats,912,2,2,0,2,0,0,10.0,2.0,0.0,no
Function,IPython.core.interactiveshell.ReadlineNoRecord.__exit__,158,3,3,0,3,0,0,13.0,4.0,0.0,no
Function,IPython.core.magic.Magics.parse_options,579,30,1,29,1,0,0,33.0,5.0,0.0,no
Function,IPython.core.magics.namespace.NamespaceMagics.who,285,1,1,0,1,0,0,12.0,1.0,0.0,no
Function,IPython.core.tests.test_formatters.test_for_type_string,116,2,2,0,2,0,0,9.0,1.0,0.0,no
Function,IPython.extensions.autoreload.update_class,276,2,2,0,2,0,0,15.0,2.0,0.0,no
Function,IPython.sphinxext.ipython_directive.EmbeddedSphinxShell.process_image,361,1,0,1,0,0,0,15.0,2.0,0.0,no
Function,IPython.testing.plugin.ipdoctest.DocTestFinder._from_module,94,1,0,1,0,0,0,19.0,3.0,0.0,no
Function,IPython.utils.text.long_substr,431,1,0,1,0,0,0,9.0,1.0,0.0,no
Function,IPython.utils.tests.test_wildcard.Tests.test_case_showall,66,1,1,0,1,0,0,12.0,1.0,0.0,no
Function,numpy.ctypeslib._ndptr.from_param,170,5,1,4,1,0,0,17.0,2.0,0.0,no
Function,numpy.core.numeric.convolve,901,1,1,0,1,0,0,9.0,2.0,0.0,no
Function,test_dtype.TestSubarray.test_nonequivalent_record,250,1,1,0,1,0,0,9.0,1.0,0.0,no
Function,test_nditer.test_iter_best_order_c_index_3d,302,1,1,0,1,0,0,29.0,1.0,0.0,no
Function,numpy.distutils.mingw32ccompiler.Mingw32CCompiler.__init__,51,6,6,0,6,0,0,52.0,1.0,0.0,no
Function,numpy.distutils.npy_pkg_config.parse_meta,235,3,2,1,2,0,0,12.0,1.0,0.0,no
Function,numpy.distutils.command.build_src.build_src.build_sources,155,6,5,1,5,0,0,12.0,1.0,0.0,no
Function,numpy.f2py.crackfortran.analyzebody,1752,4,3,1,3,0,2,25.0,2.0,0.0,no
Function,util.F2PyTest.setUp,317,5,5,0,5,0,0,29.0,1.0,0.0,no
Function,numpy.lib.function_base.vectorize._vectorize_call,1758,2,1,1,1,0,0,10.0,3.0,0.0,no
Function,numpy.lib.recfunctions.drop_fields,466,6,3,3,3,0,0,10.0,2.0,2.0,no
Function,numpy.lib._version.NumpyVersion.__init__,56,6,0,6,0,0,0,16.0,2.0,0.0,no
Function,test_io.TestFromTxt.test_replace_space,1482,1,1,0,1,0,0,18.0,1.0,0.0,no
Function,numpy.linalg.linalg.cholesky,526,6,6,0,6,0,0,8.0,1.0,0.0,no
Function,numpy.ma.core.default_fill_value,166,19,1,18,1,0,3,20.0,1.0,0.0,no
Function,numpy.ma.core.MaskedArray.tolist,5374,6,4,2,4,1,1,18.0,1.0,0.0,no
Function,numpy.ma.testutils.assert_array_compare,168,8,3,5,3,0,0,13.0,3.0,0.0,no
Function,test_old_ma.TestUfuncs.test_testUfuncRegression,661,2,2,0,2,0,0,35.0,1.0,0.0,no
Function,numpy.polynomial.hermite.hermvander2d,1240,1,1,0,1,0,0,10.0,3.0,0.0,no
Function,numpy.polynomial.legendre.legcompanion,1570,3,1,2,1,0,0,14.0,1.0,0.0,no
Function,nltk.data.find,528,10,4,6,4,1,1,40.0,1.0,0.0,no
Function,nltk.featstruct.FeatDict._repr,738,2,2,0,2,0,0,33.0,3.0,0.0,no
Function,nltk.probability.DictionaryProbDist.__init__,535,11,3,8,3,0,0,22.0,1.0,0.0,no
Function,nltk.tree.Tree._pformat_flat,810,4,2,2,2,1,1,14.0,4.0,0.0,no
Function,nltk.classify.decisiontree.DecisionTreeClassifier.binary_stump,232,5,4,1,4,0,0,15.0,3.0,0.0,no
Function,nltk.classify.weka.ARFF_Formatter.data_section,303,2,1,1,1,0,0,10.0,2.0,0.0,no
Function,nltk.corpus.reader.framenet.PrettyDict.__repr__,391,2,2,0,2,0,0,9.0,1.0,0.0,no
Function,nltk.corpus.reader.nombank.NombankInstance.__init__,167,1,0,1,0,0,0,18.0,9.0,0.0,no
Function,nltk.corpus.reader.verbnet.VerbnetCorpusReader._index_helper,178,4,2,2,2,1,1,9.0,3.0,0.0,no
Function,nltk.draw.table.MultiListbox.__init__,59,8,7,1,7,0,0,42.0,4.0,0.0,no
Function,nltk.draw.util.ColorizedList._init_itemframe,2192,5,4,1,4,0,0,16.0,2.0,0.0,no
Function,nltk.inference.tableau.TableauProver._attempt_proof,56,23,1,22,1,0,0,28.0,5.0,0.0,no
Function,nltk.parse.chart.Chart.insert,583,10,4,6,4,0,0,3.0,4.0,0.0,no
Function,nltk.parse.projectivedependencyparser.projective_prob_parse_demo,558,5,4,1,4,0,0,10.0,1.0,0.0,no
Function,nltk.sem.chat80.process_bundle,500,6,3,3,3,0,0,15.0,1.0,0.0,no
Function,nltk.sem.logic.UnexpectedTokenException.__init__,1814,6,1,5,1,0,0,9.0,2.0,0.0,no
Function,nltk.tag.brill.BrillTagger.print_template_statistics,287,4,3,1,3,0,0,21.0,1.0,2.0,no
Function,nltk.tbl.demo._demo_plot,328,1,0,1,0,0,0,13.0,2.0,0.0,no
Function,nltk.tokenize.punkt.PunktSentenceTokenizer._build_sentence_list,1377,1,0,1,0,0,0,21.0,3.0,0.0,no
Function,setupext.LibAgg.add_flags,921,1,1,0,1,0,0,14.0,2.0,0.0,no
Function,backend_driver.parse_options,436,1,0,1,0,0,0,31.0,1.0,0.0,no
Function,matplotlib.afm.AFM.string_width_height,359,1,0,1,0,0,0,24.0,2.0,0.0,no
Function,matplotlib.colors.ColorConverter.to_rgba_array,378,2,1,1,1,0,0,30.0,2.0,0.0,no
Function,matplotlib.image.PcolorImage.make_image,846,3,2,1,2,0,0,24.0,1.0,0.0,no
Function,matplotlib.mathtext.MathtextBackendAgg.get_results,206,2,1,1,1,0,0,21.0,3.0,0.0,no
Function,matplotlib.pyplot.quiver,3152,4,4,0,4,0,0,12.0,2.0,0.0,no
Function,matplotlib.spines.Spine._adjust_location,185,3,2,1,2,0,0,53.0,1.0,0.0,yes
Function,matplotlib.text.Annotation.draw,2059,10,7,3,7,1,1,19.0,2.0,0.0,no
Function,matplotlib.widgets.RectangleSelector.onmove,1556,2,2,0,2,0,0,21.0,2.0,0.0,no
Function,matplotlib.axes._axes.Axes.fill_betweenx,4416,8,7,1,7,0,0,45.0,4.0,0.0,no
Function,matplotlib.backends.backend_agg.RendererAgg.stop_filter,371,3,3,0,3,0,0,16.0,2.0,0.0,no
Function,matplotlib.backends.backend_gtk3.FileChooserDialog.__init__,631,2,1,1,1,0,0,27.0,4.0,2.0,no
Function,matplotlib.backends.backend_pdf.RendererPdf.check_gc,1506,10,2,8,2,0,0,13.0,2.0,0.0,no
Function,matplotlib.backends.backend_ps.RendererPS.draw_mathtext,827,4,3,1,3,0,0,10.0,7.0,0.0,no
Function,matplotlib.backends.backend_tkagg.AxisMenu.__init__,606,2,2,0,2,0,0,25.0,3.0,0.0,no
Function,matplotlib.backends.qt_editor.figureoptions.figure_edit,38,19,19,0,19,0,0,52.0,1.0,2.0,yes
Function,matplotlib.style.core.use,42,2,1,1,1,0,0,11.0,1.0,0.0,no
Function,matplotlib.tests.test_axes.test_fill_between_interpolate,618,1,1,0,1,0,0,16.0,1.0,0.0,no
Function,matplotlib.tests.test_axes.test_rcparam_grid_minor,3272,1,1,0,1,0,0,15.0,1.0,0.0,no
Function,matplotlib.tests.test_image.test_image_shift,208,2,2,0,2,0,0,11.0,1.0,0.0,no
Function,matplotlib.tests.test_mlab.spectral_testcase_nosig_real_onesided.test_psd_window_hanning,1694,1,1,0,1,0,0,41.0,1.0,0.0,no
Function,matplotlib.tests.test_triangulation.test_trirefine,882,4,4,0,4,0,0,45.0,1.0,0.0,no
Function,mpl_toolkits.gtktools.error_message,47,2,1,1,1,0,0,14.0,1.0,0.0,no
Function,mpl_toolkits.axes_grid1.colorbar.ColorbarBase._config_axes,426,3,2,1,2,0,0,18.0,1.0,2.0,no
Function,mpl_toolkits.axisartist.axis_artist.Ticks.__init__,217,5,2,3,2,0,0,12.0,3.0,0.0,no
Function,mpl_toolkits.mplot3d.art3d.Path3DCollection.do_3d_projection,410,2,2,0,2,0,0,14.0,2.0,0.0,no
Function,mpl_toolkits.tests.test_mplot3d.test_bar3d,9,1,1,0,1,0,0,9.0,1.0,0.0,no
Function,virtualenv.make_relative_path,1820,2,0,2,0,0,0,17.0,2.0,0.0,no
Function,django.contrib.admin.helpers.InlineAdminFormSet.__iter__,230,2,2,0,2,0,0,12.0,1.0,0.0,no
Function,django.contrib.admin.widgets.url_params_from_lookup_dict,119,1,0,1,0,0,0,14.0,1.0,0.0,no
Function,django.contrib.auth.views.logout,74,7,5,2,5,0,0,21.0,1.0,0.0,no
Function,django.contrib.gis.gdal.driver.Driver.__init__,35,5,3,2,3,0,0,21.0,2.0,0.0,no
Function,django.contrib.gis.sitemaps.views.kml,11,2,1,1,1,0,0,26.0,3.0,0.0,no
Function,django.contrib.sessions.backends.file.SessionStore.clear_expired,191,1,1,0,1,0,0,10.0,1.0,0.0,no
Function,django.core.validators.RegexValidator.__init__,25,2,0,2,0,0,0,14.0,1.0,0.0,no
Function,django.core.mail.message.EmailMessage.message,264,4,4,0,4,0,0,20.0,1.0,0.0,no
Function,django.core.management.commands.makemigrations.Command.handle_merge,183,8,7,1,7,0,0,44.0,3.0,0.0,no
Function,django.db.backends.oracle.introspection.DatabaseIntrospection.get_table_description,58,3,2,1,2,0,0,10.0,3.0,0.0,no
Function,django.db.migrations.autodetector.MigrationAutodetector.generate_altered_db_table,922,2,1,1,1,0,0,13.0,1.0,0.0,no
Function,django.db.migrations.operations.models.AlterOrderWithRespectTo.database_forwards,453,3,2,1,2,0,0,12.0,5.0,0.0,no
Function,django.db.models.lookups.In.as_sql,276,4,4,0,4,0,0,21.0,3.0,0.0,no
Function,django.db.models.fields.files.FieldFile.delete,115,4,3,1,3,1,1,13.0,1.0,0.0,no
Function,django.db.models.sql.datastructures.Join.as_sql,63,1,1,0,1,0,0,23.0,3.0,0.0,no
Function,django.forms.fields.DateTimeField.to_python,492,2,2,0,2,0,0,18.0,2.0,0.0,no
Function,django.forms.models.BaseInlineFormSet.add_fields,910,3,3,0,3,0,0,15.0,3.0,0.0,no
Function,django.middleware.common.CommonMiddleware.process_response,109,1,1,0,1,0,0,14.0,3.0,0.0,no
Function,django.template.defaulttags.do_filter,716,3,3,0,3,0,0,10.0,2.0,0.0,no
Function,django.template.backends.jinja2.Jinja2.get_template,40,3,2,1,2,1,1,8.0,2.0,0.0,no
Function,django.test.testcases.SimpleTestCase.assertRedirects,243,1,1,0,1,0,0,33.0,3.0,0.0,no
Function,django.utils.regex_helper.next_char,206,1,0,1,0,0,0,9.0,1.0,0.0,no
Function,django.views.generic.base.View.as_view,50,1,1,0,1,0,0,12.0,2.0,2.0,no
Function,admin_widgets.tests.HorizontalVerticalFilterSeleniumFirefoxTests.assertActiveButtons,840,1,0,1,0,0,0,9.0,5.0,0.0,no
Function,auth_tests.test_views.ChangelistTests.get_user_data,851,2,0,2,0,0,0,17.0,2.0,0.0,no
Function,forms_tests.tests.test_fields.FieldsTests.test_filepathfield_2,1273,1,1,0,1,0,0,0.0,0.0,0.0,no
Function,generic_views.test_edit.CreateViewTests.test_create_with_interpolated_redirect,147,1,1,0,1,0,0,14.0,1.0,0.0,no
Function,gis_tests.gdal_tests.test_ds.DataSourceTest.test06_spatial_filter,226,1,1,0,1,0,0,20.0,1.0,0.0,no
Function,gis_tests.geoapp.test_feeds.GeoFeedTest.test_geofeed_atom,57,1,1,0,1,0,0,10.0,1.0,0.0,no
Function,gis_tests.geos_tests.test_mutable_list.ListMixinTest.test03_delslice,152,1,1,0,1,0,0,38.0,1.0,0.0,no
Function,invalid_models_tests.test_ordinary_fields.DateTimeFieldTests.test_fix_default_value,270,1,0,1,0,0,0,22.0,1.0,0.0,no
Function,middleware_exceptions.tests.MiddlewareTests.test_process_request_middleware_exception,307,4,4,0,4,0,0,10.0,1.0,0.0,no
Function,migrations.test_autodetector.AutodetectorTests.test_same_app_no_fk_dependency,711,5,5,0,5,0,0,0.0,0.0,0.0,no
Function,migrations.test_operations.OperationTests.test_rename_model_with_m2m,591,1,1,0,1,0,0,20.0,1.0,0.0,no
Function,multiple_database.tests.SignalTests.test_database_arg_m2m,1659,2,2,0,2,0,0,28.0,1.0,0.0,no
Function,pagination.tests.ModelPaginationTests.test_first_page,247,1,1,0,1,0,0,17.0,1.0,0.0,no
Function,schema.tests.SchemaTests.test_alter,386,1,1,0,1,0,0,0.0,0.0,0.0,no
Function,syndication_tests.tests.SyndicationFeedTest.test_atom_feed,212,1,1,0,1,0,0,23.0,1.0,0.0,no
Function,boto.auth.S3HmacAuthV4Handler.canonical_query_string,579,1,1,0,1,0,0,6.0,2.0,0.0,no
Function,boto.connection.AWSAuthConnection._mexe,886,27,7,20,7,0,0,109.0,2.0,0.0,yes
Function,boto.connection.AWSQueryConnection.build_list_params,1118,105,0,105,0,0,0,4.0,4.0,0.0,no
Function,mailpile.auth.Authenticate._do_login,125,11,10,1,10,0,0,31.0,3.0,0.0,no
Function,mailpile.commands.SearchResults.as_text,1031,8,8,0,8,0,0,78.0,1.0,0.0,yes
Function,pyspider.run.cli,90,3,2,1,2,0,0,83.0,2.0,0.0,yes
Function,pyspider.run.bench,513,1,1,0,1,0,0,90.0,10.0,2.0,yes
Function,decimal.Decimal.__new__,562,31,3,28,3,1,3,86.0,1.0,0.0,yes
Function,decimal.Decimal._power_exact,2046,6,5,1,5,0,0,105.0,3.0,0.0,yes
Function,r2.config.queues.Queues.__init__,31,2,1,1,1,0,0,3.0,2.0,0.0,no
Function,r2.config.routing.make_map,46,4,3,1,3,0,0,330.0,1.0,0.0,yes
Function,r2.controllers.api.ApiController.POST_submit,449,14,14,0,14,0,0,104.0,11.0,0.0,yes
Function,r2.controllers.api.ApiController.POST_friend,928,23,23,0,23,0,0,186.0,11.0,0.0,yes
Function,plot_directive.run,646,6,5,1,5,0,0,47.0,2.0,2.0,yes
Function,seaborn.axisgrid.FacetGrid.__init__,218,5,3,2,3,0,0,102.0,2.0,0.0,yes
Function,seaborn.matrix.ClusterGrid.plot_dendrograms,897,3,2,1,2,0,0,14.0,7.0,0.0,no
Function,seaborn.timeseries.tsplot,17,3,3,0,3,0,0,116.0,2.0,0.0,yes
Function,sentry.coreapi.ClientApiHelper.validate_data,329,6,6,0,6,0,0,186.0,3.0,0.0,yes
Function,sentry.event_manager.EventManager.save,323,13,10,3,10,0,0,127.0,2.0,0.0,yes
